"country","degree","site_id","n_species","n_prey","n_predators","taxas_prey","taxas_predators","mean_abund_prey","mean_abund_predator","sd_abund_prey","sd_abund_predator"
"fr","high","00689",54,29,25,"Acroloxidae_Arrenuridae_Asellidae_Athericidae_Baetidae_Baetis_Bithyniidae_Dryopidae_Dugesiidae_Echinogammarus_Ephemerella_Goeridae_Haliplus_Hydroptilidae_Hygrobiidae_Lymnaea_Lymnaeidae_Micronectidae_Physella_Piscicolidae_Planorbidae_Platycnemis_Potamopyrgus_Psychomyiidae_Radix_Sciomyzidae_Sphaeriidae_Sphaerium_Valvatidae","Anabolia_Anacaena_Armiger_Calopteryx_Cambaridae_Chironomidae_Coenagrionidae_Corixidae_Curculionidae_Cyrnus_Enochrus_Erpobdellidae_Gammarus_Glossiphonia_Glossiphoniidae_Helobdella_Hydrochus_Hydrophilidae_Hydrophilus_Lestidae_Naucoridae_Notonecta_Orconectes_Sialis_Sigara",26.6551724137931,28.18,49.867163445977,84.038294842292
"fr","high","00840",15,8,7,"Asellidae_Ceratopogonidae_Culex_Dryopidae_Nemouridae_Psychodidae_Scirtidae_Stratiomyidae","Chironomidae_Elmidae_Gammarus_Limnephilidae_Limoniidae_Simuliidae_Tipulidae",13.875,25.5714285714286,27.797417660125,41.4682896635375
"fr","high","00882",37,20,17,"Agapetus_Arrenuridae_Asellidae_Athericidae_Baetidae_Baetis_Ceratopogonidae_Dixidae_Echinogammarus_Ephemeridae_Glossosomatidae_Goeridae_Haliplus_Lepidostomatidae_Physella_Piscicolidae_Potamopyrgus_Scirtidae_Sphaeriidae_Tabanidae","Athripsodes_Calopteryx_Chironomidae_Cordulegaster_Dicranota_Elmidae_Erpobdellidae_Gammaridae_Gammarus_Glossiphonia_Leptoceridae_Limnephilidae_Limoniidae_Sericostoma_Serratella_Sialis_Simuliidae",86.875,60.3823529411765,222.60685636341,128.946637389727
"fr","high","01507",22,10,12,"Asellidae_Baetidae_Baetis_Ceratopogonidae_Dugesiidae_Echinogammarus_Nemoura_Planorbidae_Sphaeriidae_Tabanidae","Chironomidae_Elmidae_Erpobdellidae_Gammaridae_Gammarus_Glossiphoniidae_Leptophlebiidae_Limnephilidae_Limoniidae_Potamopyrgus_Serratella_Simuliidae",83.9,80.4166666666667,217.266579727916,148.701322567532
"fr","high","01599",39,17,22,"Agapetus_Arrenuridae_Asellidae_Baetidae_Baetis_Ceratopogonidae_Dixidae_Glossosomatidae_Goeridae_Micronectidae_Mystacides_Planorbidae_Scirtidae_Sphaeriidae_Sphaerium_Stratiomyidae_Tabanidae","Athripsodes_Calopteryx_Chironomidae_Coenagrionidae_Dendrocoelidae_Elmidae_Empididae_Erpobdellidae_Gammaridae_Gammarus_Glossiphoniidae_Hydraenidae_Hydropsyche_Hydropsychidae_Leptoceridae_Limoniidae_Planariidae_Polycelis_Rhyacophila_Serratella_Sialis_Simuliidae",24.4411764705882,238.409090909091,34.1279221976582,721.186301740529
"fr","high","01766",50,23,27,"Agapetus_Arrenuridae_Athericidae_Baetidae_Baetis_Ceratopogonidae_Dryopidae_Ephemerella_Ephemeridae_Glossosomatidae_Goeridae_Heptageniidae_Leuctra_Leuctridae_Nemouridae_Planorbidae_Psychodidae_Ptychopteridae_Radix_Scirtidae_Sphaeriidae_Tabanidae_Veliidae","Aeshnidae_Athripsodes_Calopteryx_Chironomidae_Cordulegaster_Dytiscidae_Elmidae_Erpobdellidae_Gammaridae_Gammarus_Hydraenidae_Hydropsyche_Isoperla_Leptoceridae_Leptophlebiidae_Limnephilidae_Limoniidae_Odontocerum_Oecetis_Perlodidae_Plectrocnemia_Potamopyrgus_Rhyacophila_Sericostoma_Sericostomatidae_Serratella_Simuliidae",64.4347826086957,236.851851851852,143.600400761329,595.535486490533
"fr","high","01876",19,10,9,"Arrenuridae_Ceratopogonidae_Dryopidae_Galba_Lymnaeidae_Mermithidae_Micronectidae_Planorbidae_Psychodidae_Scirtidae","Chironomidae_Culicidae_Dolichopodidae_Dytiscidae_Erpobdellidae_Gammarus_Hydrophilidae_Limnephilidae_Tipulidae",6,3.66666666666667,8.51143022320247,4.09267638593623
"fr","high","02252",29,15,14,"Arrenuridae_Astacidae_Baetis_Dixidae_Echinogammarus_Ephemeridae_Hydroptilidae_Platycnemis_Psychodidae_Psychomyiidae_Scirtidae_Sphaeriidae_Sphaerium_Tabanidae_Veliidae","Calopteryx_Chironomidae_Elmidae_Empididae_Gammarus_Gyrinidae_Hydrophilidae_Hydropsyche_Leptophlebiidae_Limnephilidae_Limoniidae_Orthetrum_Potamopyrgus_Serratella",70,76.5,194.330352015031,131.834249081069
"fr","high","02469",25,12,13,"Asellidae_Baetidae_Baetis_Ceratopogonidae_Dryopidae_Haliplus_Micronectidae_Physella_Potamopyrgus_Radix_Sphaeriidae_Veliidae","Cambaridae_Chironomidae_Cordulegaster_Dytiscidae_Dytiscus_Gammarus_Gerris_Gyrinus_Limnephilidae_Limoniidae_Polycelis_Serratella_Sialis",66.3333333333333,229.461538461538,136.959405620347,557.398662745767
"fr","high","02472",16,8,8,"Baetidae_Baetis_Ceratopogonidae_Dixidae_Ephemerella_Potamopyrgus_Sphaeriidae_Veliidae","Chironomidae_Elmidae_Erpobdellidae_Gammarus_Helophorus_Limnephilidae_Rhyacophila_Simuliidae",32,296.75,48.4591138413169,608.622742638774
"fr","high","02474",17,7,10,"Asellidae_Baetis_Ceratopogonidae_Planorbidae_Radix_Sphaeriidae_Sphaerium","Chironomidae_Elmidae_Gammarus_Glossiphonia_Hydraenidae_Leptophlebiidae_Limnephilidae_Rhyacophila_Serratella_Simuliidae",6.14285714285714,199.6,4.56174569759471,578.937379073841
"fr","high","02505",30,16,14,"Arrenuridae_Asellidae_Baetis_Ceratopogonidae_Dixidae_Dryopidae_Haliplus_Heptageniidae_Lymnaeidae_Physella_Planorbidae_Radix_Sphaeriidae_Stratiomyidae_Tabanidae_Veliidae","Calopteryx_Chironomidae_Dendrocoelum_Elmidae_Erpobdella_Gammarus_Glossiphoniidae_Helophorus_Isoperla_Limnephilidae_Polycelis_Rhyacophila_Serratella_Simuliidae",60.9375,207.285714285714,129.409669267795,378.135390602855
"fr","high","02528",30,17,13,"Arrenuridae_Asellidae_Baetidae_Baetis_Bithyniidae_Caenidae_Ceratopogonidae_Echinogammarus_Ephemerella_Ephemeridae_Molannidae_Physella_Platycnemis_Potamopyrgus_Psychodidae_Psychomyiidae_Sphaeriidae","Athripsodes_Cambaridae_Chironomidae_Cordulegaster_Dytiscidae_Elmidae_Erpobdellidae_Gammarus_Gerris_Limnephilidae_Nepidae_Polycentropus_Sialis",131.235294117647,175,427.761254879951,425.170946012699
"fr","high","02530",39,19,20,"Anthomyiidae_Asellidae_Baetis_Ceratopogonidae_Dixidae_Dryopidae_Echinogammarus_Ephemerella_Galba_Haliplus_Hydroptilidae_Lymnaeidae_Nemoura_Physella_Planorbidae_Radix_Sphaeriidae_Stratiomyidae_Veliidae","Chironomidae_Dytiscidae_Elmidae_Empididae_Ephydridae_Erpobdellidae_Gammaridae_Gammarus_Hydrobius_Hydropsyche_Isoperla_Leptophlebiidae_Limnephilidae_Limoniidae_Planariidae_Rhyacophila_Sialis_Simuliidae_Tabanidae_Tipulidae",97.1052631578947,164.375,172.601546515809,324.958777750105
"fr","high","02531",31,17,14,"Agapetus_Asellidae_Baetidae_Baetis_Caenidae_Ceratopogonidae_Echinogammarus_Ephemerella_Haliplus_Heptageniidae_Hydroptilidae_Nemoura_Physella_Psychodidae_Radix_Sphaeriidae_Tabanidae","Athripsodes_Chironomidae_Elmidae_Erpobdellidae_Gammarus_Isoperla_Leptophlebiidae_Limnephilidae_Limoniidae_Notonectidae_Potamopyrgus_Rhyacophila_Sialis_Simuliidae",121.058823529412,139.714285714286,186.919591866475,278.762768889035
"fr","high","02557",41,26,15,"Aphelocheiridae_Arrenuridae_Athericidae_Baetidae_Baetis_Caenidae_Ceratopogonidae_Dixidae_Echinogammarus_Ephemerella_Ephemeridae_Goeridae_Hydroptilidae_Lepidostomatidae_Leuctra_Lymnaeidae_Mystacides_Neritidae_Physidae_Planorbidae_Platycnemis_Potamopyrgus_Prostomatidae_Sphaeriidae_Sphaerium_Tabanidae","Calopteryx_Chironomidae_Cordulegaster_Elmidae_Empididae_Gammaridae_Gammarus_Gomphidae_Hydraenidae_Hydropsyche_Limoniidae_Oecetis_Rhyacophila_Sialis_Simuliidae",132.615384615385,209.733333333333,570.386190360396,429.457708988352
"fr","high","02567",28,17,11,"Acroloxidae_Anthomyiidae_Arrenuridae_Asellidae_Baetis_Ceratopogonidae_Dryopidae_Dugesiidae_Echinogammarus_Physella_Planorbidae_Psychodidae_Radix_Sphaerium_Spongillidae_Stratiomyidae_Valvatidae","Aeshnidae_Calopteryx_Chironomidae_Culicidae_Dendrocoelidae_Erpobdellidae_Glossiphoniidae_Planariidae_Simuliidae_Tipulidae_Veliidae",1111.05882352941,495.636363636364,3915.95389832714,1560.39970986458
"fr","high","02570",30,20,10,"Agapetus_Arrenuridae_Asellidae_Baetis_Bithyniidae_Caenidae_Ceratopogonidae_Dryopidae_Echinogammarus_Ephemerella_Glossosomatidae_Goeridae_Haliplus_Piscicolidae_Planorbidae_Potamopyrgus_Sphaeriidae_Sphaerium_Stratiomyidae_Valvatidae","Athripsodes_Chironomidae_Elmidae_Erpobdellidae_Gammaridae_Gammarus_Glossiphoniidae_Limnephilidae_Planariidae_Sericostoma",156.05,183.4,641.342955712546,274.885107312532
"fr","high","02658",39,18,21,"Armiger_Arrenuridae_Asellidae_Athericidae_Baetis_Bithyniidae_Caenidae_Ceratopogonidae_Dugesiidae_Echinogammarus_Ephemeridae_Neritidae_Planorbidae_Potamopyrgus_Prostomatidae_Sphaeriidae_Sphaerium_Stratiomyidae","Calopteryx_Chironomidae_Dendrocoelum_Elmidae_Empididae_Erpobdellidae_Gammaridae_Gammarus_Glossiphonia_Gomphus_Halesus_Hydraenidae_Hydropsyche_Hydropsychidae_Limoniidae_Polycelis_Polycentropus_Rhyacophila_Sericostomatidae_Sialis_Simuliidae",178.888888888889,87.6666666666667,630.423003544995,153.415883575767
"fr","high","02678",23,10,13,"Asellidae_Ceratopogonidae_Dryopidae_Glossosomatidae_Goeridae_Nemoura_Planorbidae_Sphaeriidae_Tabanidae_Tortricidae","Agabus_Anabolia_Chironomidae_Cordulia_Dicranota_Gammaridae_Gammarus_Isoperla_Leptophlebiidae_Limnephilidae_Limnephilus_Serratella_Sialis",20.8,234,45.5285014517768,435.988149686051
"fr","high","02682",36,19,17,"Arrenuridae_Asellidae_Baetidae_Baetis_Caenidae_Ceratopogonidae_Dixidae_Dryopidae_Goeridae_Haliplidae_Haliplus_Heptageniidae_Hydroptilidae_Physa_Physella_Psychodidae_Radix_Sphaeriidae_Stratiomyidae","Agabus_Athripsodes_Chironomidae_Dytiscidae_Elmidae_Erpobdellidae_Gammaridae_Gammarus_Glossiphoniidae_Isoperla_Leptophlebiidae_Limnephilidae_Notonectidae_Rhyacophila_Serratella_Sialis_Simuliidae",28.4736842105263,254.970588235294,55.8779606931755,621.834193902106
"fr","high","03152",22,11,11,"Asellidae_Baetis_Ceratopogonidae_Dixidae_Echinogammarus_Ephemeridae_Heptageniidae_Nemouridae_Psychodidae_Scirtidae_Sphaeriidae","Chironomidae_Elmidae_Helophorus_Hydraenidae_Hydropsyche_Leptophlebiidae_Limoniidae_Potamopyrgus_Rhyacophila_Serratella_Simuliidae",129.636363636364,92.8181818181818,335.971508532278,255.168108580135
"fr","high","03166",25,12,13,"Arrenuridae_Athericidae_Caenidae_Cyrenidae_Echinogammarus_Ephemerella_Ephemeridae_Lymnaeidae_Planorbidae_Potamopyrgus_Sphaerium_Tabanidae","Calopteryx_Chironomidae_Curculionidae_Elmidae_Gammarus_Gomphus_Helophorus_Hydropsyche_Leptoceridae_Limnephilidae_Polycentropodidae_Polycentropus_Sericostoma",115.416666666667,14.3846153846154,368.423042003059,31.4550961995521
"fr","high","03176",39,20,19,"Acroloxidae_Arrenuridae_Asellidae_Athericidae_Baetis_Brachycentrus_Caenidae_Ceratopogonidae_Echinogammarus_Ephemerella_Ephemeridae_Hydroptilidae_Micronectidae_Mystacides_Physa_Psychodidae_Radix_Sphaeriidae_Stratiomyidae_Tabanidae","Calopteryx_Chironomidae_Cordulegaster_Dytiscidae_Elmidae_Empididae_Erpobdellidae_Gammarus_Glossiphoniidae_Gomphidae_Gomphus_Hydraenidae_Hydropsyche_Leptophlebiidae_Limoniidae_Nepidae_Potamopyrgus_Rhyacophila_Simuliidae",47.8,21.7368421052632,121.779611118654,51.2638513588313
"fr","high","03291",43,22,21,"Arrenuridae_Asellidae_Athericidae_Baetidae_Baetis_Caenidae_Ceratopogonidae_Cyrenidae_Echinogammarus_Ephemeridae_Goeridae_Hydroptilidae_Micronectidae_Mystacides_Nemoura_Physa_Physella_Planorbidae_Platycnemis_Psychodidae_Sphaeriidae_Tabanidae","Calopteryx_Chironomidae_Dytiscidae_Elmidae_Empididae_Gammarus_Gerris_Glossiphoniidae_Gomphus_Hydropsyche_Leptophlebiidae_Libellulidae_Limnephilidae_Limoniidae_Orconectes_Polycentropus_Potamopyrgus_Rhyacophila_Sialis_Simuliidae_Tipulidae",60.4090909090909,83.3571428571429,147.299794423582,236.215004966722
"fr","high","03300",20,11,9,"Baetis_Ceratopogonidae_Dixidae_Dryopidae_Dugesiidae_Nemoura_Physa_Radix_Scathophagidae_Stratiomyidae_Veliidae","Calopteryx_Chironomidae_Corduliidae_Dytiscidae_Leptophlebiidae_Limnephilidae_Limoniidae_Simuliidae_Tipulidae",105,52.5555555555556,319.734264663642,105.799469647904
"fr","high","03301",19,8,11,"Arrenuridae_Asellidae_Caenidae_Dixidae_Echinogammarus_Physa_Physella_Psychodidae","Chironomidae_Coenagrionidae_Corixidae_Crangonyx_Culicidae_Glossiphoniidae_Hydraenidae_Limoniidae_Nepidae_Simuliidae_Tipulidae",117.0625,702.681818181818,312.927928432183,2110.57305337587
"fr","high","03303",16,8,8,"Anthomyiidae_Baetidae_Ceratopogonidae_Dixidae_Physidae_Psychodidae_Sphaeriidae_Stratiomyidae","Aeshnidae_Chironomidae_Gammaridae_Glossiphoniidae_Hydrobiidae_Nepidae_Simuliidae_Tipulidae",28,288.625,34.2595137985682,737.804452896759
"fr","high","03339",50,24,26,"Arrenuridae_Athericidae_Baetidae_Baetis_Caenidae_Ceratopogonidae_Dryopidae_Goeridae_Haliplus_Heptageniidae_Hydroptilidae_Leuctra_Leuctridae_Lymnaeidae_Micronectidae_Nemoura_Physa_Physella_Planorbidae_Platycnemis_Sphaeriidae_Stratiomyidae_Syrphidae_Taeniopterygidae","Aeshnidae_Athripsodes_Chironomidae_Curculionidae_Dolichopodidae_Dytiscidae_Elmidae_Empididae_Glossiphoniidae_Hydraenidae_Hydrophilidae_Ichneumonidae_Isoperla_Leptophlebiidae_Lestes_Libellulidae_Limnephilidae_Limoniidae_Potamopyrgus_Rhyacophila_Sericostoma_Serratella_Sialis_Simuliidae_Sympetrum_Tipulidae",11.875,190.576923076923,31.4038387296286,521.291716648321
"fr","high","03463",23,9,14,"Asellidae_Baetidae_Baetis_Ceratopogonidae_Corophium_Niphargidae_Psychodidae_Sphaeriidae_Sphaerium","Aeshnidae_Chironomidae_Corixidae_Dytiscidae_Erpobdellidae_Gammarus_Helophorus_Leptophlebiidae_Limnephilidae_Potamopyrgus_Rhyacophila_Serratella_Sialis_Simuliidae",8.66666666666667,23.4285714285714,10.0498756211209,40.7859596613161
"fr","high","03479",37,15,22,"Asellidae_Baetidae_Baetis_Ceratopogonidae_Dixidae_Dryopidae_Ephemerella_Ferrissia_Haliplus_Heptageniidae_Micronectidae_Physa_Planorbidae_Radix_Sphaeriidae","Chironomidae_Culicidae_Dytiscidae_Empididae_Erpobdellidae_Gammarus_Gerridae_Gerris_Glossiphoniidae_Helophorus_Hydraenidae_Hydrophilidae_Leptophlebiidae_Limnephilidae_Limoniidae_Nepidae_Notonectidae_Planariidae_Potamopyrgus_Simuliidae_Somatochlora_Tipulidae",11.3333333333333,77.5909090909091,18.982761603498,167.853226444134
"fr","high","03559",33,14,19,"Anthomyiidae_Baetidae_Baetis_Caenidae_Ceratopogonidae_Ephemerella_Galba_Heptageniidae_Leuctra_Nemoura_Planorbidae_Psychomyiidae_Radix_Scirtidae","Athripsodes_Chironomidae_Dolichopodidae_Dytiscidae_Elmidae_Empididae_Erpobdellidae_Gammarus_Gerris_Hydraenidae_Isoperla_Leptophlebiidae_Limnephilidae_Limoniidae_Notonectidae_Orthetrum_Rhyacophila_Simuliidae_Tipulidae",150.642857142857,130.736842105263,502.421001389634,351.27527067739
"fr","high","03618",58,34,24,"Anthomyiidae_Arrenuridae_Asellidae_Baetidae_Baetis_Bithyniidae_Caenidae_Ceratopogonidae_Cheumatopsyche_Crambidae_Dreissena_Dryopidae_Dugesiidae_Ephemeridae_Eurychilinidae_Flosculariidae_Haliplus_Heptageniidae_Hydroptilidae_Lepidostomatidae_Leuctra_Micronectidae_Mystacides_Physella_Planorbidae_Platycnemis_Potamopyrgus_Prostomatidae_Psychodidae_Psychomyiidae_Sisyridae_Sphaeriidae_Sphaerium_Taeniopterygidae","Athripsodes_Calopteryx_Chironomidae_Coenagrionidae_Corixidae_Dytiscidae_Elmidae_Empididae_Gammarus_Gomphidae_Gyrinidae_Hydropsyche_Hydropsychidae_Leptoceridae_Limoniidae_Oecetis_Philopotamidae_Planariidae_Polycentropodidae_Polycentropus_Rhyacophila_Serratella_Simuliidae_Tipulidae",52.0588235294118,221.375,131.608681019856,577.887537012854
"fr","high","03632",52,29,23,"Aphelocheiridae_Arrenuridae_Asellidae_Athericidae_Baetidae_Baetis_Bithyniidae_Brachycentrus_Caenidae_Ceratopogonidae_Cheumatopsyche_Cyrenidae_Dugesiidae_Goeridae_Haliplus_Heptageniidae_Hydroptilidae_Lepidostomatidae_Leuctra_Micronectidae_Mystacides_Neritidae_Oligoneuriidae_Planorbidae_Platycnemis_Potamanthidae_Prostomatidae_Psychodidae_Sphaeriidae","Aeshnidae_Athripsodes_Calopteryx_Chironomidae_Coenagrionidae_Elmidae_Empididae_Gammarus_Glossiphoniidae_Gomphidae_Hydropsyche_Leptoceridae_Leptophlebiidae_Limnephilidae_Limoniidae_Oecetis_Philopotamidae_Polycentropus_Potamopyrgus_Serratella_Sialis_Simuliidae_Tipulidae",21.1896551724138,58.6304347826087,44.66070776123,127.943454963449
"fr","high","03707",34,16,18,"Arrenuridae_Athericidae_Baetis_Blephariceridae_Capniidae_Ceratopogonidae_Glossosomatidae_Heptageniidae_Leuctra_Micrasema_Nemoura_Nemouridae_Psychodidae_Scirtidae_Stratiomyidae_Taeniopterygidae","Chironomidae_Chloroperla_Elmidae_Empididae_Gammarus_Hydraenidae_Isoperla_Leptophlebiidae_Limnephilidae_Limoniidae_Odontocerum_Perlodidae_Planariidae_Rhyacophila_Sericostoma_Serratella_Simuliidae_Tipulidae",102.84375,47.9722222222222,173.134313828888,65.1542225217852
"fr","high","03721",34,14,20,"Arrenuridae_Athericidae_Baetis_Blephariceridae_Caenidae_Capniidae_Ceratopogonidae_Galba_Heptageniidae_Leuctra_Nemouridae_Psychodidae_Sphaeriidae_Taeniopterygidae","Chironomidae_Chloroperla_Dytiscidae_Elmidae_Empididae_Gammaridae_Gammarus_Hydraenidae_Hydropsyche_Isoperla_Leptophlebiidae_Limnephilidae_Limoniidae_Odontocerum_Planariidae_Rhyacophila_Sericostoma_Sericostomatidae_Simuliidae_Tipulidae",25.8571428571429,24.05,39.3756213975038,31.8210043177376
